viirs_id,latitude,longitude,brightness,resolution_along_scan,resolution_along_track,detection_confidence,fire_power,persistent_anomaly,date,province
1,12.08080006,103.16760254,340.98083496,0.375,0.375,8,8.23306942,0,2023-01-31,other
1,12.08014202,103.16291046,331.31375122,0.375,0.375,8,8.23306942,0,2023-01-31,other
1,12.66380501,107.50770569,333.70141602,0.375,0.375,8,6.39480925,0,2023-01-31,other
1,12.663429260000001,107.5047226,349.90301514,0.375,0.375,8,5.25553179,0,2023-01-31,other
1,12.08458233,103.16706848,330.42321777,0.375,0.375,8,9.18450069,0,2023-01-31,other
1,12.08392429,103.16239166,336.89465332,0.375,0.375,8,9.18450069,0,2023-01-31,other
1,12.646913529999999,107.29353333,343.30783081,0.375,0.375,8,5.79916096,0,2023-01-31,other
1,12.09214687,103.166008,329.21725464,0.375,0.375,8,4.47607517,0,2023-01-31,other
1,12.096591,103.17016602,346.29241943,0.375,0.375,8,11.4569273,0,2023-01-31,other
1,12.09592819,103.16547394,329.13720703,0.375,0.375,8,4.47607517,0,2023-01-31,other
1,12.66639709,107.50470734,367.0,0.375,0.375,9,8.47561741,0,2023-01-31,other
1,12.64601803,107.29071045,330.25094604,0.375,0.375,8,4.94479895,0,2023-01-31,other
1,12.06896591,102.77541351,334.38809204,0.375,0.375,8,6.46244335,0,2023-01-31,other
1,12.53982925,106.26320648,339.80157471,0.375,0.375,8,4.58015347,0,2023-01-31,other
1,12.64517403,107.07511139,335.64987183,0.375,0.375,8,5.45077991,0,2023-01-31,other
1,12.64684105,107.00720978,330.15875244,0.375,0.375,8,6.56663609,0,2023-01-31,other
1,12.09053326,102.76771545,334.47302246,0.375,0.375,8,3.6999495,0,2023-01-31,other
1,12.67480564,107.11177063,332.44448853,0.375,0.375,8,5.69412947,0,2023-01-31,other
1,12.67410278,107.10610199,335.81488037,0.375,0.375,8,5.69412947,0,2023-01-31,other
1,12.65056896,106.91682434,347.81866455,0.375,0.375,8,7.01399422,0,2023-01-31,other
1,12.56782722,106.25963593,339.12457275,0.375,0.375,8,4.63409519,0,2023-01-31,other
1,12.56719685,106.25468445,337.28045654,0.375,0.375,8,3.36203504,0,2023-01-31,other
1,12.69036865,107.1966095,331.50543213,0.375,0.375,8,5.62634611,0,2023-01-31,other
1,12.57439518,106.27396393,335.8828125,0.375,0.375,8,2.05444121,0,2023-01-31,other
1,12.54695034,106.05918884,341.881073,0.375,0.375,8,5.96790504,0,2023-01-31,other
1,12.58861446,106.34819794,338.40634155,0.375,0.375,8,4.98844004,0,2023-01-31,other
1,12.66384506,106.90396118,352.15722656,0.375,0.375,8,10.77757931,0,2023-01-31,other
1,12.78328609,107.78108215,329.71713257,0.375,0.375,8,2.20618916,0,2023-01-31,other
1,12.67226601,106.8530426,335.71780396,0.375,0.375,8,3.5790906,0,2023-01-31,other
1,12.76279163,107.4903183,342.8031311,0.375,0.375,8,4.01683235,0,2023-01-31,other
1,12.7624073,107.48725891,351.9072876,0.375,0.375,8,4.01683235,0,2023-01-31,other
1,12.75032234,107.39102173,334.0241394,0.375,0.375,8,2.77037954,0,2023-01-31,other
1,12.68271446,106.85741425,349.51477051,0.375,0.375,8,35.85982513,0,2023-01-31,other
1,12.767502780000001,107.48667908,367.0,0.375,0.375,9,17.7426815,0,2023-01-31,other
1,12.76709652,107.48345947,354.98162842,0.375,0.375,8,8.70593262,0,2023-01-31,other
1,12.14117146,102.77889252,332.54153442,0.375,0.375,8,6.68350697,0,2023-01-31,other
1,12.80379009,107.69245911,341.61416626,0.375,0.375,8,3.40177345,0,2023-01-31,other
1,12.60072899,106.07671356,342.0848999,0.375,0.375,8,4.34129858,0,2023-01-31,other
1,12.68199348,106.62369537,334.90737915,0.375,0.375,8,3.54780912,0,2023-01-31,other
1,12.20846272,103.11891174,335.12088013,0.375,0.375,8,4.8808074,0,2023-01-31,other
1,12.68610954,106.86022949,333.12631226,0.375,0.375,8,18.98444176,0,2023-01-31,other
1,12.68545246,106.85475159,341.4710083,0.375,0.375,8,26.21011734,0,2023-01-31,other
1,12.20869923,103.12056732,334.14788818,0.375,0.375,8,4.84919167,0,2023-01-31,other
1,12.33795166,104.05927277,336.27590942,0.375,0.375,8,2.61039543,0,2023-01-31,other
1,12.77101803,107.48757935,342.71578979,0.375,0.375,8,5.04076958,0,2023-01-31,other
1,12.59976482,106.07382965,343.76885986,0.375,0.375,8,5.61943722,0,2023-01-31,other
1,12.27985573,103.53238678,337.81430054,0.375,0.375,8,3.42923307,0,2023-01-31,other
1,12.78483391,107.47348785,346.57632446,0.375,0.375,8,5.12969112,0,2023-01-31,other
1,12.24147892,103.21974945,333.47573853,0.375,0.375,8,5.82725096,0,2023-01-31,other
1,12.81652546,107.69576263,332.19940186,0.375,0.375,8,2.11518478,0,2023-01-31,other
