viirs_id,latitude,longitude,brightness,resolution_along_scan,resolution_along_track,detection_confidence,fire_power,date
1,12.76647091,105.60643768,315.24966431,0.75,0.75,69,10.46347713,2023-01-31
1,12.78809166,105.70552063,321.22286987,0.75,0.75,77,15.73731422,2023-01-31
1,12.78459835,105.67787933,315.52236938,0.75,0.75,65,10.63052177,2023-01-31
1,12.78345299,105.66880035,311.22323608,0.75,0.75,28,6.6271596,2023-01-31
1,12.48259544,103.31141663,321.17044067,0.75,0.75,79,16.2058773,2023-01-31
1,12.41470051,102.81567383,313.75534058,0.75,0.75,70,10.13677406,2023-01-31
1,12.7942152,105.53918457,313.76983643,0.75,0.75,67,8.83312225,2023-01-31
1,12.77703285,105.40596008,312.36233521,0.75,0.75,64,5.89346933,2023-01-31
1,12.83128929,105.75637054,317.36859131,0.75,0.75,72,11.59963703,2023-01-31
1,12.82176208,105.68237305,313.61636353,0.75,0.75,67,10.31060886,2023-01-31
1,12.81708241,105.64604187,315.01626587,0.75,0.75,69,11.06029129,2023-01-31
1,13.00546551,106.97718811,317.82492065,0.75,0.75,65,15.45995712,2023-01-31
1,12.89619923,106.1164093,331.23403931,0.75,0.75,85,29.45483017,2023-01-31
1,12.82910347,105.59815979,311.19195557,0.75,0.75,54,5.36979342,2023-01-31
1,12.838036540000001,105.59687042,339.93417358,0.75,0.75,91,42.28759003,2023-01-31
1,12.4554987,102.78170776,305.2048645,0.75,0.75,42,3.9046452,2023-01-31
1,13.05366421,107.04058838,308.57952881,0.75,0.75,39,6.99064112,2023-01-31
1,12.93461323,106.12149048,320.37316895,0.75,0.75,57,11.53290272,2023-01-31
1,12.47781467,102.7786026,309.52966309,0.75,0.75,62,6.27909851,2023-01-31
1,12.47913361,102.77929688,306.67651367,0.75,0.75,47,4.64410782,2023-01-31
1,12.93725586,106.12238312,315.23873901,0.75,0.75,43,6.227458,2023-01-31
1,12.93604851,106.1125946,317.76184082,0.75,0.75,70,8.95014763,2023-01-31
1,13.05931854,107.04254913,310.10702515,0.75,0.75,59,9.59825993,2023-01-31
1,12.55160141,103.03092957,313.57669067,0.75,0.75,57,9.05947399,2023-01-31
1,12.56174183,102.99275208,311.36721802,0.75,0.75,52,5.56957865,2023-01-31
1,12.99506283,106.20584869,317.92407227,0.75,0.75,73,8.62477398,2023-01-31
1,12.9325695,105.71553802,314.14733887,0.75,0.75,65,9.03701496,2023-01-31
1,12.99302578,106.11526489,322.76150513,0.75,0.75,78,15.76831722,2023-01-31
1,12.54489422,102.76125336,323.76089478,0.75,0.75,81,17.13442421,2023-01-31
1,12.54363823,102.75231171,328.54660034,0.75,0.75,84,22.47574997,2023-01-31
1,13.08652592,106.77732086,314.04898071,0.75,0.75,32,11.03700161,2023-01-31
1,12.97004032,105.86309814,310.02740479,0.75,0.75,58,10.92870426,2023-01-31
1,13.09625149,106.77603912,312.69784546,0.75,0.75,39,9.19863415,2023-01-31
1,13.26474571,108.04721069,302.91162109,0.75,0.75,41,5.840868,2023-01-31
1,13.26407433,108.04169464,311.61114502,0.75,0.75,70,11.24424744,2023-01-31
1,13.12970543,106.80535889,324.28881836,0.75,0.75,60,25.82758331,2023-01-31
1,13.09919357,106.56842041,312.79605103,0.75,0.75,48,7.86048698,2023-01-31
1,13.09781551,106.55778503,309.31863403,0.75,0.75,40,4.15928698,2023-01-31
1,12.96745491,105.56253052,315.77416992,0.75,0.75,53,12.3258543,2023-01-31
1,12.96625137,105.55345154,318.76931763,0.75,0.75,56,15.16475677,2023-01-31
1,12.96441841,105.55493164,318.63516235,0.75,0.75,63,13.88917351,2023-01-31
1,13.12770844,106.80874634,319.26855469,0.75,0.75,75,19.15686989,2023-01-31
1,13.12638855,106.7977829,312.11322021,0.75,0.75,58,10.3206501,2023-01-31
1,12.97336197,105.55374908,316.23629761,0.75,0.75,30,11.10707951,2023-01-31
1,13.10729504,106.55941772,312.58181763,0.75,0.75,54,8.83871174,2023-01-31
1,11.98929214,98.47589874,308.26507568,0.75,0.75,0,3.28714275,2023-01-31
1,13.05028439,106.02051544,314.58499146,0.75,0.75,58,11.51959133,2023-01-31
1,12.99930477,105.61505127,314.05441284,0.75,0.75,69,9.31036949,2023-01-31
1,12.99815083,105.60594177,313.99911499,0.75,0.75,68,9.39582729,2023-01-31
1,12.99009705,105.54232025,314.85214233,0.75,0.75,45,10.34982872,2023-01-31
1,13.15497208,106.62896729,309.76409912,0.75,0.75,36,7.08667755,2023-01-31
1,13.15363216,106.6182251,310.77536011,0.75,0.75,43,8.02537441,2023-01-31
1,13.18912506,106.82394409,309.09066772,0.75,0.75,58,10.45082378,2023-01-31
1,12.65718079,102.79338837,310.68563843,0.75,0.75,50,5.27435064,2023-01-31
1,13.33561039,107.93296814,310.09866333,0.75,0.75,67,6.40310431,2023-01-31
1,13.13851929,106.34381866,311.58267212,0.75,0.75,63,6.71111345,2023-01-31
1,13.24702358,106.75231171,311.03250122,0.75,0.75,62,9.92700958,2023-01-31
1,13.189188,105.90542603,311.87438965,0.75,0.75,65,9.06312275,2023-01-31
1,13.18795967,105.89583588,314.42971802,0.75,0.75,69,11.72336674,2023-01-31
1,13.20336342,105.9429245,314.0279541,0.75,0.75,69,10.97149944,2023-01-31
1,13.1574831,105.17446136,310.68362427,0.75,0.75,43,5.32875252,2023-01-31
1,13.30025196,106.08287811,314.96392822,0.75,0.75,61,7.97299099,2023-01-31
1,13.29900932,106.07301331,313.96582031,0.75,0.75,50,6.90663767,2023-01-31
1,13.12645245,104.66665649,320.71307373,0.75,0.75,78,12.56203079,2023-01-31
1,13.12540722,104.65872955,314.97396851,0.75,0.75,72,7.90040112,2023-01-31
1,13.39087963,106.6504364,326.04901123,0.75,0.75,83,32.51438904,2023-01-31
1,13.38951683,106.63961029,311.97515869,0.75,0.75,68,12.34743595,2023-01-31
1,13.14958763,104.58321381,308.81900024,0.75,0.75,63,4.94113159,2023-01-31
1,13.42141151,106.58113861,309.28894043,0.75,0.75,46,6.52079201,2023-01-31
1,12.70426273,101.14403534,318.33657837,0.75,0.75,72,6.53269577,2023-01-31
1,13.43016815,106.58235168,312.58901978,0.75,0.75,69,10.47773743,2023-01-31
1,13.26169968,105.22259521,323.06484985,0.75,0.75,79,17.31682014,2023-01-31
1,13.26057529,105.2137146,318.74993896,0.75,0.75,75,12.78727055,2023-01-31
1,13.41958809,106.33683014,316.70993042,0.75,0.75,52,10.64967442,2023-01-31
1,12.37899876,98.81093597,312.06488037,0.75,0.75,43,2.87531686,2023-01-31
1,13.55049515,107.32929993,304.31231689,0.75,0.75,42,4.24029922,2023-01-31
1,12.94218731,102.62849426,305.98236084,0.75,0.75,50,3.36852312,2023-01-31
1,13.55997372,107.32229614,306.68682861,0.75,0.75,55,5.02973127,2023-01-31
1,13.26588917,104.97930908,311.50460815,0.75,0.75,62,6.18551159,2023-01-31
1,13.264808649999999,104.97100067,344.42034912,0.75,0.75,93,47.31351852,2023-01-31
1,13.44030285,106.27133942,318.15969849,0.75,0.75,75,14.49193668,2023-01-31
1,13.30674553,105.22569275,313.96334839,0.75,0.75,69,7.25352859,2023-01-31
1,13.59908199,107.47345734,327.5798645,0.75,0.75,85,22.90103722,2023-01-31
1,13.59830189,107.46705627,307.46447754,0.75,0.75,63,6.64825153,2023-01-31
1,13.46314907,106.29994202,316.71673584,0.75,0.75,74,11.72179699,2023-01-31
1,13.45922756,106.26904297,335.42523193,0.75,0.75,89,40.38098907,2023-01-31
1,13.29069614,104.9675827,312.65261841,0.75,0.75,32,6.09675503,2023-01-31
1,13.2807703,104.89239502,322.27096558,0.75,0.75,79,17.67004395,2023-01-31
1,13.29685879,104.88199615,360.15466309,0.75,0.75,100,80.72271729,2023-01-31
1,13.29576111,104.8738327,340.03536987,0.75,0.75,91,39.0410347,2023-01-31
1,13.31334496,104.99059296,311.34832764,0.75,0.75,28,3.64352131,2023-01-31
1,13.30072403,104.89022064,307.47595215,0.75,0.75,36,4.31068897,2023-01-31
1,13.29968929,104.88204193,358.71282959,0.75,0.75,75,77.72304535,2023-01-31
1,13.298666,104.87387085,344.12188721,0.75,0.75,70,46.49179077,2023-01-31
1,13.29895592,104.80738068,309.10903931,0.75,0.75,55,4.11899233,2023-01-31
1,13.29817009,104.73322296,315.12451172,0.75,0.75,70,7.18170404,2023-01-31
1,13.28886986,104.66051483,314.06500244,0.75,0.75,69,7.62869644,2023-01-31
1,13.66098976,107.62435913,303.32473755,0.75,0.75,50,3.13736773,2023-01-31
1,13.48148441,106.12418365,311.62963867,0.75,0.75,61,7.92839575,2023-01-31
1,13.28913784,104.59584045,318.06072998,0.75,0.75,75,11.19754791,2023-01-31
1,12.48883533,98.90852356,309.9491272,0.75,0.75,60,4.67535496,2023-01-31
1,13.54570389,106.57077789,309.83511353,0.75,0.75,49,9.42562962,2023-01-31
1,13.32470894,104.737854,318.83163452,0.75,0.75,75,10.30474854,2023-01-31
1,12.88473988,101.50125122,316.29071045,0.75,0.75,70,7.07806778,2023-01-31
1,13.46027279,105.65477753,327.26412964,0.75,0.75,83,25.64348221,2023-01-31
1,13.44374466,105.52510834,321.9102478,0.75,0.75,78,20.27508354,2023-01-31
1,13.35661983,104.84973907,317.5864563,0.75,0.75,73,10.03845215,2023-01-31
1,13.50516415,105.86135101,314.68551636,0.75,0.75,70,9.07433605,2023-01-31
1,13.33132553,104.52623749,314.13116455,0.75,0.75,70,7.99911976,2023-01-31
1,13.59559917,106.49910736,309.91326904,0.75,0.75,38,6.2993679,2023-01-31
1,13.36722755,104.73217773,313.79864502,0.75,0.75,66,5.61390066,2023-01-31
1,13.60926819,106.52988434,314.3770752,0.75,0.75,60,12.76772594,2023-01-31
1,13.35861874,104.60269165,311.88812256,0.75,0.75,51,5.98510361,2023-01-31
1,13.38098621,104.70565033,312.46759033,0.75,0.75,13,4.97131443,2023-01-31
1,13.53318214,105.78929901,314.32543945,0.75,0.75,52,7.49899864,2023-01-31
1,13.39056492,104.71260071,313.22213745,0.75,0.75,24,4.85011768,2023-01-31
1,13.37762165,104.61639404,310.85671997,0.75,0.75,31,5.21161747,2023-01-31
1,13.37121964,104.56890106,317.98196411,0.75,0.75,56,11.06015301,2023-01-31
1,13.38532543,104.71321869,316.80493164,0.75,0.75,55,9.47752094,2023-01-31
1,13.38430595,104.7051239,320.57824707,0.75,0.75,58,12.82430267,2023-01-31
1,13.36706543,104.56921387,312.27984619,0.75,0.75,47,6.32251024,2023-01-31
1,13.528497699999999,105.79118346999999,311.67437744,0.75,0.75,53,4.88679457,2023-01-31
1,13.48823071,105.46443176,319.23574829,0.75,0.75,75,16.49427795,2023-01-31
1,13.38155365,104.61566925,312.34216309,0.75,0.75,66,6.69585609,2023-01-31
1,13.48933697,105.32817841,318.25698853,0.75,0.75,73,10.08988571,2023-01-31
1,13.53592587,105.6269455,320.46636963,0.75,0.75,76,15.36515045,2023-01-31
1,13.12792587,102.52213287,304.80895996,0.75,0.75,32,3.4559059100000002,2023-01-31
1,13.44571877,104.846138,316.77371216,0.75,0.75,71,7.28516769,2023-01-31
1,13.59745407,105.9699173,321.49853516,0.75,0.75,72,17.07663536,2023-01-31
1,13.44903088,104.73760223,316.25897217,0.75,0.75,61,8.28673267,2023-01-31
1,13.44797421,104.72949219,325.4854126,0.75,0.75,81,17.36738396,2023-01-31
1,13.68959713,106.55525208,322.34365845,0.75,0.75,79,27.69810867,2023-01-31
1,13.45862198,104.74464417,312.97891235,0.75,0.75,24,6.11175537,2023-01-31
1,13.73356152,106.8301239,307.50311279,0.75,0.75,43,11.3041296,2023-01-31
1,13.62529469,105.96634674,321.45446777,0.75,0.75,74,15.52609634,2023-01-31
1,13.62404537,105.95648193,327.61239624,0.75,0.75,83,23.41223907,2023-01-31
1,13.73503399,106.76147461,332.2590332,0.75,0.75,82,45.58685684,2023-01-31
1,13.73363686,106.75032806,304.4296875,0.75,0.75,40,5.8444047,2023-01-31
1,13.63458061,105.96514893,328.17694092,0.75,0.75,83,24.61466408,2023-01-31
1,13.64513111,105.97381592,325.08007812,0.75,0.75,81,21.4809494,2023-01-31
1,13.45645237,104.53305054,309.19012451,0.75,0.75,57,5.87965822,2023-01-31
1,13.7027626,106.27416229,311.20620728,0.75,0.75,48,8.437258719999999,2023-01-31
1,13.62356758,105.6631012,318.88208008,0.75,0.75,56,14.75374126,2023-01-31
1,13.64857197,105.97545624,315.74438477,0.75,0.75,50,11.18721294,2023-01-31
1,12.80908489,99.7330246,316.94238281,0.75,0.75,69,5.61482716,2023-01-31
1,13.76028538,106.8303299,321.37191772,0.75,0.75,59,26.47383881,2023-01-31
1,12.81574631,99.73200989,321.0451355,0.75,0.75,77,8.32706165,2023-01-31
1,13.70402241,106.27655029,318.43725586,0.75,0.75,75,16.70770073,2023-01-31
1,13.62921429,105.66394043,319.32696533,0.75,0.75,75,15.05506039,2023-01-31
1,13.77197075,106.76036835,309.51721191,0.75,0.75,59,10.18039322,2023-01-31
1,13.67523098,105.96193695,323.40228271,0.75,0.75,79,19.32339287,2023-01-31
1,13.66437531,105.87367249,321.03085327,0.75,0.75,77,15.13523388,2023-01-31
1,12.84606743,99.84429932,314.97613525,0.75,0.75,70,5.21683455,2023-01-31
1,13.78855133,106.81547546,312.05819702,0.75,0.75,64,12.60476208,2023-01-31
1,13.75389957,106.52801514,306.96893311,0.75,0.75,52,8.48188019,2023-01-31
1,13.5717907,105.06118774,324.0725708,0.75,0.75,79,15.57021046,2023-01-31
